-3.890052437782287598e-02,5.896604657173156738e-01,4.204612672328948975e-01
-1.395957171916961670e-01,6.914722919464111328e-01,4.091829061508178711e-01
5.064895749092102051e-02,6.612231731414794922e-01,1.099799722433090210e-01
3.443124890327453613e-02,5.011032819747924805e-01,3.821538090705871582e-01
-2.006343156099319458e-01,4.827282726764678955e-01,4.963063895702362061e-01
-1.019921898841857910e-02,5.634469985961914062e-01,4.087926447391510010e-01
6.758454442024230957e-02,5.541824102401733398e-01,3.113111257553100586e-01
-1.991885304450988770e-01,8.022655844688415527e-01,1.574674546718597412e-01
-2.029853612184524536e-01,5.576915740966796875e-01,4.847005307674407959e-01
-5.364724993705749512e-02,5.906963348388671875e-01,4.291637241840362549e-01
-1.057652682065963745e-01,6.850455403327941895e-01,4.018444120883941650e-01
-1.385334134101867676e-01,6.015368700027465820e-01,4.596345424652099609e-01
-1.771343052387237549e-01,5.067697167396545410e-01,4.900098741054534912e-01
-1.734535396099090576e-01,5.494246482849121094e-01,4.820938110351562500e-01
2.889138460159301758e-02,6.549489498138427734e-01,3.020954728126525879e-01
-1.520864963531494141e-01,4.960021674633026123e-01,4.865863621234893799e-01
5.222064256668090820e-02,6.514592766761779785e-01,2.426884621381759644e-01
-2.548850178718566895e-01,8.001370429992675781e-01,1.249175444245338440e-01
-1.957258135080337524e-01,5.527190566062927246e-01,4.848709106445312500e-01
-1.119683980941772461e-01,7.331243753433227539e-01,3.538745641708374023e-01
3.771483898162841797e-04,7.243057489395141602e-01,2.114278525114059448e-01
-9.227544069290161133e-02,5.540504455566406250e-01,4.587773978710174561e-01
5.002754926681518555e-02,6.599289774894714355e-01,2.293803691864013672e-01
-1.579345762729644775e-02,7.367832660675048828e-01,2.183901518583297729e-01
-7.335843145847320557e-02,7.383261919021606445e-01,3.183622360229492188e-01
-2.544999122619628906e-03,6.942383646965026855e-01,3.027551472187042236e-01
-1.512194573879241943e-01,5.721308588981628418e-01,4.721052646636962891e-01
-9.673759341239929199e-02,7.315251827239990234e-01,3.472329974174499512e-01
-2.028954029083251953e-02,5.676084756851196289e-01,4.153168797492980957e-01
-2.106037884950637817e-01,4.787019193172454834e-01,4.979780614376068115e-01
-5.467230081558227539e-02,5.631678700447082520e-01,4.388215839862823486e-01
7.428020238876342773e-02,5.310813784599304199e-01,3.082759976387023926e-01
6.670850515365600586e-02,6.347864270210266113e-01,1.257693618535995483e-01
-1.744458228349685669e-01,6.442067027091979980e-01,4.487735033035278320e-01
-2.073136270046234131e-01,6.094017028808593750e-01,4.693772792816162109e-01
-2.765414118766784668e-02,6.493774056434631348e-01,3.797837793827056885e-01
-1.702289283275604248e-01,5.182541012763977051e-01,4.871756732463836670e-01
8.928397297859191895e-02,5.755045413970947266e-01,2.031904309988021851e-01
2.459624409675598145e-02,6.873067617416381836e-01,2.551505565643310547e-01
-8.568073809146881104e-02,5.835824012756347656e-01,4.476940929889678955e-01
-2.552672326564788818e-01,7.983872890472412109e-01,1.023846715688705444e-01
-1.684434264898300171e-01,5.152130722999572754e-01,4.873022139072418213e-01
-1.836372017860412598e-01,5.142807364463806152e-01,4.900304973125457764e-01
-1.129467487335205078e-01,6.325217485427856445e-01,4.384362101554870605e-01
